i	val	
0.0	0.8516607222998043	
1.0	0.8526653221663643	
2.0	0.9426499394253455	
3.0	0.9448285044500249	
4.0	0.9461330331335105	
5.0	0.8526098908993258	
6.0	0.8541319001959764	
7.0	0.9473346009954308	
8.0	0.9472732613592877	
9.0	0.8610950443514912	
10.0	0.9468384742874525	
11.0	0.9463451147603877	
12.0	0.9453451535749433	
13.0	0.9445984194406207	
14.0	0.9441036215464371	
15.0	0.9437881940236823	
16.0	0.9433578651736763	
17.0	0.9434418627947888	
18.0	0.9435810087043652	
19.0	0.9434796747084054	
