idx	val	
0.0	0.9719475324264432	
1.0	0.9696720416156409	
2.0	0.9674439710455872	
3.0	0.9628931155171915	
4.0	0.9592148966770528	
5.0	0.9561332844636518	
6.0	0.9537316949776139	
7.0	0.951650399725055	
8.0	0.9496448999367052	
9.0	0.947794185711668	
10.0	0.9459663452154494	
11.0	0.9438460445717161	
12.0	0.9415183070365205	
13.0	0.8682904081677028	
14.0	0.8651532336979869	
15.0	0.9328798456640205	
16.0	0.92919085241619	
17.0	0.9246549614848417	
18.0	0.9189210320191108	
19.0	0.9140607438331054	
