i	val	
0.0	0.9269126944544632	
1.0	0.9278224986833261	
2.0	0.9303323082203805	
3.0	0.9318350615845656	
4.0	0.9349068642693145	
5.0	0.936052276850375	
6.0	0.9381620912295946	
7.0	0.940899938962885	
8.0	0.9424883163909791	
9.0	0.9439481704612329	
10.0	0.9453764443388354	
11.0	0.8371831280027702	
12.0	0.9480007973705543	
13.0	0.9492724655418721	
14.0	0.9496704037004665	
15.0	0.9499061188144129	
16.0	0.949919489336566	
17.0	0.9496054382657448	
18.0	0.949510221942535	
19.0	0.950620226394845	
